OriginSite,OriginBlock,originPlotID,TTtreat,destinationPlotID,turfID,RTtreat ,GRtreat,Old Treat,subPlot,year,date,Measure,recorder,Ach mil,Agr cap,Agr mer,Alc alp,Alc sp,Ant dio,Ant odo,Ave fle,Bis viv,Bot lun,Cam rot,Car big,Car Cap,Car fla,Car nor,Car pil,Car vag,Cer alp,Cer fon ,Des ces,Emp her,Epi ana,Eup str,Fes ovi,Fes rub,Fes viv,Gen niv,Gram sp,Hie pil,Hie vul,Jun com,Kob sim,Leo aut,Lot cor,Luz mul ,Nar stri,Oma sup,Par pal,Par pal,Phle alp,Pin vul,Pin vul,Poa alp,Poa pra,Pot cra,Pot ere,Pyr min,Pyr nor,Rum ac-la,Ran acr,Rum ace,Sag,Sal her,Saus alp,Sax aiz ,Sel sel,Sib,Sil aca,Sol vir,Tarax,Tha alp,Tri rep,Vac myr,Ver alp,Ver fru,Ver off,Vio bif,Vio pal,Nid seedling,pleuro,acro,liver,lichen,litter,soil,rock,totalVascular,totalBryophytes,totalLichen,vegetationHeight,mossHeight,comment
Skjellingahaugen,1,236,TTC,236,236 TTC,,,TTC,20,2009,15-Aug,Presence,W,,1,,,,,,,1,,,,F,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,F,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,0,0,0,80,0,0,,,,,,
Skjellingahaugen,1,236,TTC,236,236 TTC,,,TTC,21,2009,15-Aug,Presence,W,,,,,1,,,,1,,1,,F,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,10,0,0,0,40,0,0,,,,,,
Skjellingahaugen,1,236,TTC,236,236 TTC,,,TTC,22,2009,15-Aug,Presence,W,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,5,0,0,0,30,0,0,,,,,,
Skjellingahaugen,1,236,TTC,236,236 TTC,,,TTC,23,2009,15-Aug,Presence,W,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,5,0,0,0,30,0,0,,,,,,
Skjellingahaugen,1,236,TTC,236,236 TTC,,,TTC,24,2009,15-Aug,Presence,W,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,10,0,0,0,30,0,0,,,,,,
Skjellingahaugen,1,236,TTC,236,236 TTC,,,TTC,25,2009,15-Aug,Presence,W,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,3,0,0,0,20,0,0,,,,,,
Skjellingahaugen,1,236,TTC,236,236 TTC,,,TTC,%,2009,15-Aug,Cover,W,,2,,,5,,,,4,,2,,2,,,,,,,6,1,,1,,,,,,,,,,,,,30,,,,,1,,2,,,,,,,,,,,4,,1,1,1,,,3,,,1,,,,1,1,10.48,0,0,0,25,0,0,80,20,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,1,2009,15-Aug,Presence,W,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,20,0,0,0,10,5,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,2,2009,15-Aug,Presence,W,,1,,,,,,,1,,,,F,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,10,0,0,0,30,0,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,3,2009,15-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,5,0,0,0,40,0,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,4,2009,15-Aug,Presence,W,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,S,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,0,0,20,20,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,5,2009,15-Aug,Presence,W,,1,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,15,0,0,2,10,0,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,6,2009,15-Aug,Presence,W,,1,,,,,,,1,,,,,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,D,,,,,,,,1,,,,,,5,0,0,0,30,5,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,7,2009,15-Aug,Presence,W,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,10,0,0,0,30,5,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,8,2009,15-Aug,Presence,W,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,5,0,0,0,20,0,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,9,2009,15-Aug,Presence,W,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,5,0,0,2,80,0,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,10,2009,15-Aug,Presence,W,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,15,0,0,0,50,0,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,11,2009,15-Aug,Presence,W,,1,,,1,,,,F,,,,,,,,,,,,,,SF,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,,1,,,1,,,,,,10,0,0,0,20,0,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,12,2009,15-Aug,Presence,W,,1,,,,,,,,,1,,,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,30,0,0,0,10,0,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,13,2009,15-Aug,Presence,W,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,1,1,,,S,,,,,,,,,,,,,15,0,0,0,20,0,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,14,2009,15-Aug,Presence,W,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,10,0,0,0,15,0,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,15,2009,15-Aug,Presence,W,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,0,0,0,28,0,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,16,2009,15-Aug,Presence,W,,1,,,1,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,5,0,0,0,30,0,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,17,2009,15-Aug,Presence,W,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,DF,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,5,0,0,0,30,0,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,18,2009,15-Aug,Presence,W,,1,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,5,0,0,0,40,0,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,19,2009,15-Aug,Presence,W,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,D,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,2,0,0,0,60,0,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,20,2009,15-Aug,Presence,W,,1,,,,,,,F,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,0,0,0,80,0,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,21,2009,15-Aug,Presence,W,,1,,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,1,1,,1,,,,,1,,,,,,,,,0,0,0,1,20,0,0,,,,,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,22,2009,15-Aug,Presence,W,,,,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,1,15,0,0,10,20,0,0,,,,8,1.5,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,23,2009,15-Aug,Presence,W,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,F,,,,,,15,0,0,0,20,0,0,,,,7,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,24,2009,15-Aug,Presence,W,,1,,,,,1,,1,,1,,,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,20,0,0,0,20,0,0,,,,7,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,25,2009,15-Aug,Presence,W,,1,,,S,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,10,0,0,0,20,30,0,,,,2,,
Skjellingahaugen,1,237,TT2,279,237 TT2 279,,,1,%,2009,15-Aug,Cover,W,,3,,,1,,2,1,3,,1,,1,,,,,,1,,,,1,1,,,,,,,,,1,,,50,,1,,,1,,,,,,,,,1,,,6,4,,1,1,,,,2,,,2,,,,,1,10,0,0,0.6,30.12,2.6,0,80,20,1,6,1.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,1,2009,15-Aug,Presence,W,,,,,,,,,F,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,8,0,0,0,10,0,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,2,2009,15-Aug,Presence,W,,1,,,,,,,,1,1,,,,,,,1,,,,,S,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,40,0,0,0,5,0,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,3,2009,15-Aug,Presence,W,,,,,,,,,1,,1,,F,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,F,,,,1,,,,,,,,1,25,0,0,0,15,0,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,4,2009,15-Aug,Presence,W,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,1,,S,,,,1,,,,,,,,1,10,0,0,0,20,0,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,5,2009,15-Aug,Presence,W,,,,,,,,,1,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,1,,,S,,,,,,10,0,0,0,10,0,0,,,,,,#Ver alp har firkant rundt seg på papir!
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,6,2009,15-Aug,Presence,W,,1,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,15,0,0,0,15,0,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,7,2009,15-Aug,Presence,W,,1,,,,,1,,F,,1,,F,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,0,0,5,0,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,8,2009,15-Aug,Presence,W,,,,,,,,,1,,1,,1,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,S,1,1,,,,1,,,S,,,,,,30,0,0,0,10,0,0,,,,,,#Ver alp har firkant rundt seg på papir!
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,9,2009,15-Aug,Presence,W,,,,,,,,,S,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,1,1,,S,,,,1,,,,,,,,S,20,5,0,0,10,0,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,10,2009,15-Aug,Presence,W,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,20,5,0,0,,0,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,11,2009,15-Aug,Presence,W,,,,,1,,,,1,,,,F,,,,,,,,,,,,,,,,,,,,,,,DF,,,,,,,1,,,,,,,,,,,,,,1,1,,,1,,,1,,,,,,5,0,0,0,30,0,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,12,2009,15-Aug,Presence,W,,,,,,,,,1,,1,,F,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,15,0,0,0,5,0,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,13,2009,15-Aug,Presence,W,,1,,,,,,,1,,1,,1,,1,,,,,,,,S,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,25,0,0,0,15,0,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,14,2009,15-Aug,Presence,W,,1,,,,,,,1,,1,,F,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,15,0,0,0,25,0,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,15,2009,15-Aug,Presence,W,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,1,,,,,,,,,,,,,F,,,,,,,,,,,,,,5,0,0,0,30,0,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,16,2009,15-Aug,Presence,W,,,,,1,,,,,,,,1,,,,,,,,,,S,,,,,,,,,,,,,D,,,,,,,1,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,5,0,0,0,30,0,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,17,2009,15-Aug,Presence,W,,1,,,,,1,,1,,1,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,5,0,0,0,10,0,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,18,2009,15-Aug,Presence,W,,1,,,,,,,F,,1,,1,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,20,0,0,0,10,5,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,19,2009,15-Aug,Presence,W,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,30,0,0,0,5,0,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,20,2009,15-Aug,Presence,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,F,,,,,F,,,,,,,1,,10,0,0,0,25,0,0,,,,,,# Vio pal har firkant rundt seg på papir!
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,21,2009,15-Aug,Presence,W,,,,,,,,,1,,1,,F,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,20,0,0,0,30,0,0,,,,,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,22,2009,15-Aug,Presence,W,,,,,,,,S,1,,1,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,15,0,0,0,15,0,0,,,,6,2,Ave fle S?
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,23,2009,15-Aug,Presence,W,,,,,S,,,,1,,1,,1,,,,,,,,,,SF,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,20,0,0,0,5,0,0,,,,2,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,24,2009,15-Aug,Presence,W,,,,,1,,,,1,,,,F,,,,,,,,,,SF,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,20,0,0,0,5,5,0,,,,6,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,25,2009,15-Aug,Presence,W,,,,,1,,,,1,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,F,,,,,1,,,,,,,,,25,0,0,0,10,2,0,,,,3,,
Skjellingahaugen,1,238,TT1,237,238 TT1 237,,,2,%,2009,15-Aug,Cover,W,,2,,,1,,1,1,3,1,3,,12,1,1,,,1,,2,,,1,,,,,,,,,,1,,,20,,,,1,,1,2,,2,,,,,,,,2,1,2,1,3,1,,,5,,,1,,,,1,1,19.32,0.4,0,0,14.58333333,0.48,0,65,35,0,4.25,2,# har firkant rundt seg på papir!
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skjellingahaugen,2,1910,,1910,Skj2RTC,RTC,,RTC,1,2009,16-Aug,Presence,KK,,1,,,1,,1,,1,,,,,,,,,,,1,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,10,20,0,0,5,0,0,,,,,,
Skjellingahaugen,2,1910,,1910,Skj2RTC,RTC,,RTC,2,2009,16-Aug,Presence,KK,,1,,,,,,,1,,1,,,,,,,,,1,,,SF,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,,10,30,0,0,2,0,0,,,,,,
Skjellingahaugen,2,1910,,1910,Skj2RTC,RTC,,RTC,3,2009,16-Aug,Presence,KK,,,,,,,,,1,,,,F,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,1,,,,1,,2,50,0,0,2,0,0,,,,,,
Skjellingahaugen,2,1910,,1910,Skj2RTC,RTC,,RTC,4,2009,16-Aug,Presence,KK,,,,,,,1,,1,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,10,40,0,0,10,0,0,,,,,,
Skjellingahaugen,2,1910,,1910,Skj2RTC,RTC,,RTC,5,2009,16-Aug,Presence,KK,,,,,,,,,1,,1,,1,,,,,,,,,,SF,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,10,10,0,0,10,0,0,,,,,,
Skjellingahaugen,2,1910,,1910,Skj2RTC,RTC,,RTC,6,2009,16-Aug,Presence,KK,,1,,,,,,,1,,1,,1,,,,,,,,,,SF,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,30,0,0,5,0,0,,,,,,
Skjellingahaugen,2,1910,,1910,Skj2RTC,RTC,,RTC,7,2009,16-Aug,Presence,KK,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,5,20,0,0,2,0,0,,,,,,
Skjellingahaugen,2,1910,,1910,Skj2RTC,RTC,,RTC,8,2009,16-Aug,Presence,KK,,,,,1,,,,,,,,F,,,,,,,1,,,SF,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,20,0,0,5,10,0,,,,,,
Skjellingahaugen,2,1910,,1910,Skj2RTC,RTC,,RTC,9,2009,16-Aug,Presence,KK,,,,,1,,,,1,,,,1,,,,,,,1,,,SF,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,0,20,0,0,10,0,0,,,,,,
Skjellingahaugen,2,1910,,1910,Skj2RTC,RTC,,RTC,10,2009,16-Aug,Presence,KK,,,,,1,,1,,1,,,,,,,,,,,1,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,5,10,0,0,20,0,0,,,,,,
Skjellingahaugen,2,1910,,1910,Skj2RTC,RTC,,RTC,11,2009,16-Aug,Presence,KK,,1,,,1,,,,1,,1,,1,,,,,,,,,1,SF,,,,,,,,,,,,,1,,F,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,2,30,0,0,10,0,0,,,,,,
Skjellingahaugen,2,1910,,1910,Skj2RTC,RTC,,RTC,12,2009,16-Aug,Presence,KK,,1,,,1,,,,1,,,,F,,,,,,,,,1,S,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,30,0,0,10,0,0,,,,,,
Skjellingahaugen,2,1910,,1910,Skj2RTC,RTC,,RTC,13,2009,16-Aug,Presence,KK,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,S,,,,1,,,,,,,,,10,30,0,0,10,5,0,,,,,,
Skjellingahaugen,2,1910,,1910,Skj2RTC,RTC,,RTC,14,2009,16-Aug,Presence,KK,,1,,,,,,,1,,,,,,,,,,,,,,S,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,10,20,0,0,5,0,0,,,,,,
